ENV	REP	GEN	FFT	MFT	ASI	EPP	GY
E2	2	140	66	66	0	22	9.61
E3	2	140	66	65	1	19	4.31
E5	2	140	51	49	2	14	3.37
E6	2	140	52	50	2	20	8.13
E7	2	140	54	52	2	14	3.33
E1	3	140	63	62	1	15	4.82
E3	3	140	70	69	1	16	2.08
E7	3	140	54	52	2	21	5.97
E1	1	142	61	63	-2	8	2.74
E2	1	142	63	65	-2	19	8.27
E3	1	142	67	66	1	21	4.68
E4	1	142	65	65	0	17	8.18
E5	1	142	51	49	2	13	3.59
E6	1	142	52	50	2	18	7.01
E7	1	142	51	49	2	16	4.55
E8	1	142	50	48	2	23	9.61
E1	2	142	64	64	0	12	3.39
E2	2	142	65	67	-2	25	9.8
E3	2	142	64	62	2	19	5.7
E5	2	142	51	49	2	17	5.79
E6	2	142	52	50	2	18	5.39
E7	2	142	51	49	2	18	5.94
E1	3	142	62	63	-1	13	5.03
E3	3	142	70	70	0	17	3.97
E7	3	142	51	49	2	16	4.78
E1	1	143	67	64	3	14	4.8
E2	1	143	63	62	1	23	8.56
E3	1	143	73	69	4	16	4.02
E4	1	143	72	71	1	14	5.59
E5	1	143	51	50	1	18	5.88
E6	1	143	60	58	2	17	7.79
E7	1	143	59	57	2	16	5.51
E8	1	143	54	51	3	20	8.21
E1	2	143	69	66	3	12	2.2
E2	2	143	63	63	0	22	8.46
E3	2	143	71	69	2	17	5.38
E5	2	143	52	50	2	14	0.4
E6	2	143	53	50	3	22	7.18
E7	2	143	57	54	3	20	7.25
E1	3	143	65	64	1	14	4.46
E3	3	143	70	68	2	20	5.25
E7	3	143	55	53	2	16	4.72
E1	1	144	67	67	0	8	2.62
E2	1	144	69	69	0	21	7.04
E3	1	144	73	71	2	11	1.29
E4	1	144	68	69	-1	17	7.32
E5	1	144	52	51	1	16	5.38
E6	1	144	55	53	2	17	6.19
E7	1	144	53	51	2	17	5.76
E8	1	144	54	52	2	18	4.96
E1	2	144	68	67	1	13	2.76
E2	2	144	69	70	-1	17	6.37
E3	2	144	71	70	1	5	1.45
E5	2	144	51	51	0	10	2.64
E6	2	144	54	52	2	18	6.16
E7	2	144	53	51	2	23	7.17
E1	3	144	67	66	1	9	3.3
E3	3	144	77	74	3	9	2.14
E7	3	144	55	52	3	18	5.37
E1	1	145	68	63	5	13	2.86
E2	1	145	65	63	2	17	6.15
E3	1	145	73	68	5	14	3.26
E4	1	145	71	70	1	14	5.71
E5	1	145	56	47	9	5	1.51
E6	1	145	60	58	2	15	6.44
E7	1	145	60	56	4	14	3.6
E8	1	145	53	50	3	11	5.71
E1	2	145	68	65	3	14	3.38
E2	2	145	66	63	3	18	4.47
E3	2	145	75	68	7	14	2.77
E5	2	145	55	50	5	15	3.39
E6	2	145	51	49	2	17	7.27
E7	2	145	54	51	3	21	6.22
E1	3	145	67	64	3	16	5.71
E3	3	145	73	67	6	12	3.21
E7	3	145	55	53	2	15	3.55
E1	1	146	71	68	3	10	2.64
E2	1	146	72	69	3	16	5.31
E3	1	146	76	69	7	6	1.07
E4	1	146	68	67	1	16	7.1
E5	1	146	53	49	4	8	2.32
E6	1	146	54	51	3	15	6.72
E7	1	146	52	49	3	23	6.4
E8	1	146	53	50	3	5	1.96
E1	2	146	70	66	4	10	2.4
E2	2	146	72	70	2	19	7.17
E3	2	146	71	67	4	14	2.91
E5	2	146	51	49	2	12	3.19
E6	2	146	54	52	2	16	5.93
E7	2	146	53	50	3	21	5.19
E1	3	146	73	65	8	5	1.12
E3	3	146	73	67	6	8	1.33
E7	3	146	54	51	3	19	4.46
E1	1	147	63	61	2	12	2.49
E2	1	147	63	62	1	16	6.18
E3	1	147	68	66	2	12	2.89
E4	1	147	68	66	2	13	5.69
E5	1	147	52	50	2	8	2.06
E6	1	147	59	56	3	12	5.43
E7	1	147	59	57	2	14	4.11
E8	1	147	53	51	2	13	6.69
E1	2	147	65	61	4	14	3.18
E2	2	147	63	62	1	16	4.46
E3	2	147	71	66	5	9	2.08
E5	2	147	51	50	1	10	3.14
E6	2	147	52	50	2	17	7.3
E7	2	147	54	51	3	20	6.07
E1	3	147	68	65	3	10	2.9
E3	3	147	67	64	3	12	3.28
E7	3	147	53	51	2	19	5.42
E1	1	148	68	67	1	7	1.66
E2	1	148	69	68	1	18	6.09
E3	1	148	71	66	5	15	2.72
E4	1	148	66	67	-1	19	10
E5	1	148	51	51	0	11	2.63
E6	1	148	54	51	3	20	7.99
E7	1	148	51	50	1	20	6.44
E8	1	148	58	55	3	11	3.23
E1	2	148	65	63	2	9	1.4
E2	2	148	67	67	0	16	5.55
E3	2	148	70	69	1	13	2.7
E5	2	148	52	49	3	12	2.08
E6	2	148	57	55	2	13	4.92
E7	2	148	52	50	2	17	5.59
E1	3	148	65	62	3	10	1.52
E3	3	148	71	69	2	12	2.84
E7	3	148	52	50	2	19	6.41
E1	1	149	65	62	3	16	4.98
E2	1	149	63	63	0	21	8.92
E3	1	149	72	69	3	19	3.9
E4	1	149	70	68	2	19	6.98
E5	1	149	61	50	11	12	1.7
E6	1	149	58	54	4	21	7.77
E7	1	149	56	54	2	20	6.06
E8	1	149	54	50	4	10	4.66
E1	2	149	68	64	4	15	2.15
E2	2	149	63	62	1	17	5.77
E3	2	149	70	67	3	14	3.63
E5	2	149	56	50	6	5	0.49
E6	2	149	50	48	2	16	9.06
E7	2	149	53	51	2	22	5.57
E1	3	149	67	63	4	11	2.57
E3	3	149	73	68	5	14	2.15
E7	3	149	53	51	2	16	5.24
E1	1	152	68	67	1	13	3.22
E2	1	152	67	67	0	15	5.76
E3	1	152	71	67	4	17	3.39
E4	1	152	67	68	-1	20	8.09
E5	1	152	51	46	5	10	3.12
E6	1	152	58	56	2	14	4.34
E7	1	152	49	47	2	19	5.41
E8	1	152	51	49	2	14	5.64
E1	2	152	64	64	0	18	5.26
E2	2	152	69	68	1	16	6.47
E3	2	152	69	67	2	18	4.22
E5	2	152	51	49	2	12	4.29
E6	2	152	50	50	0	12	5.1
E7	2	152	51	49	2	14	4.15
E1	3	152	65	63	2	15	3.62
E3	3	152	70	67	3	19	3.35
E7	3	152	51	49	2	20	5.6
E1	1	155	63	61	2	15	3.48
E2	1	155	63	62	1	22	8.29
E3	1	155	67	65	2	22	6.15
E4	1	155	66	64	2	18	9.07
E5	1	155	67	50	17	3	0.93
E6	1	155	52	50	2	17	8.87
E7	1	155	54	51	3	22	6.96
E8	1	155	55	52	3	7	3.14
E1	2	155	64	61	3	16	2.88
E2	2	155	63	61	2	18	7.86
E3	2	155	65	62	3	11	3.05
E5	2	155	56	50	6	5	1.17
E6	2	155	50	48	2	16	8.98
E7	2	155	53	51	2	21	5.75
E1	3	155	63	60	3	8	1.62
E3	3	155	71	65	6	15	2.43
E7	3	155	53	50	3	20	6.71
E1	1	156	68	65	3	11	2.31
E2	1	156	68	67	1	18	7.15
E3	1	156	70	65	5	19	3.49
E4	1	156	64	64	0	23	11.9
E5	1	156	51	49	2	12	4.22
E6	1	156	59	57	2	18	9.08
E7	1	156	51	49	2	23	8.04
E8	1	156	51	48	3	4	1.28
E1	2	156	63	63	0	12	3.73
E2	2	156	64	63	1	18	7.28
E3	2	156	68	65	3	18	4.69
E5	2	156	51	46	5	10	3.94
E6	2	156	50	50	0	16	7.44
E7	2	156	51	49	2	17	4.94
E1	3	156	60	60	0	7	2.58
E3	3	156	69	66	3	15	2.8
E7	3	156	55	52	3	7	2.07
E1	1	157	65	63	2	16	4.99
E2	1	157	62	62	0	20	7.23
E3	1	157	68	68	0	19	5.03
E4	1	157	68	68	0	20	8.76
E5	1	157	56	51	5	3	0.67
E6	1	157	52	50	2	15	7.99
E7	1	157	55	53	2	16	4.87
E8	1	157	54	52	2	12	5.31
E1	2	157	64	61	3	15	2.87
E2	2	157	61	62	-1	21	8.47
E3	2	157	70	70	0	18	5.47
E5	2	157	51	50	1	3	1.15
E6	2	157	55	52	3	17	7.52
E7	2	157	55	53	2	19	5.3
E1	3	157	62	61	1	10	1.69
E3	3	157	69	69	0	19	5.13
E7	3	157	53	53	0	19	7.81
E1	1	158	65	66	-1	5	1.15
E2	1	158	70	72	-2	14	4.45
E3	1	158	72	70	2	7	0.76
E4	1	158	66	68	-2	11	3.88
E5	1	158	52	52	0	5	1.23
E6	1	158	60	58	2	15	3.88
E7	1	158	57	54	3	12	1.89
E8	1	158	59	54	5	17	6.09
E1	2	158	70	70	0	5	0.7
E2	2	158	68	68	0	13	3.83
E3	2	158	68	69	-1	9	1.98
E5	2	158	67	56	11	6	1.28
E6	2	158	52	50	2	12	3.18
E7	2	158	56	54	2	17	1.48
E1	3	158	64	65	-1	8	1.8
E3	3	158	72	70	2	11	0.53
E7	3	158	60	57	3	8	1.18
E1	1	161	64	64	0	11	3.56
E2	1	161	67	67	0	12	4.48
E3	1	161	67	65	2	19	4.4
E4	1	161	68	67	1	16	5.41
E5	1	161	51	49	2	7	1.94
E6	1	161	54	51	3	22	6.35
E7	1	161	51	49	2	18	6.2
E8	1	161	51	48	3	22	9.56
E1	2	161	62	63	-1	9	2.18
E2	2	161	65	65	0	17	5.94
E3	2	161	72	66	6	15	2.78
E5	2	161	51	49	2	6	1.35
E6	2	161	52	50	2	16	7.15
E7	2	161	51	48	3	16	3.79
E1	3	161	64	63	1	8	1.87
E3	3	161	65	64	1	13	3.58
E7	3	161	51	48	3	24	6.49
E1	1	163	60	62	-2	12	3.49
E2	1	163	65	66	-1	17	5.4
E3	1	163	69	66	3	13	2.75
E4	1	163	68	67	1	20	8.41
E5	1	163	51	49	2	5	0.46
E6	1	163	50	50	0	23	9.87
E7	1	163	49	47	2	21	6.07
E8	1	163	48	45	3	13	5.45
E1	2	163	60	63	-3	15	4.29
E2	2	163	64	67	-3	13	5.37
E3	2	163	69	69	0	18	4.05
E5	2	163	51	49	2	20	6.05
E6	2	163	50	50	0	23	8.37
E7	2	163	50	48	2	18	4.61
E1	3	163	61	64	-3	12	3.8
E3	3	163	67	66	1	20	5.16
E7	3	163	50	48	2	22	5.63
E1	1	164	65	64	1	9	2.67
E2	1	164	61	63	-2	17	6.26
E3	1	164	63	64	-1	18	3.59
E4	1	164	69	69	0	24	6.65
E5	1	164	55	50	5	14	2.67
E6	1	164	54	50	4	20	8.92
E7	1	164	55	49	6	17	4.43
E8	1	164	54	50	4	21	6.73
E1	2	164	63	64	-1	17	4.06
E2	2	164	61	61	0	18	5.72
E3	2	164	73	70	3	14	1.52
E5	2	164	65	52	13	1	0.89
E6	2	164	55	52	3	16	7.35
E7	2	164	53	50	3	20	5.69
E1	3	164	61	62	-1	15	3.99
E3	3	164	72	68	4	20	3.77
E7	3	164	59	54	5	19	4.93
E1	1	166	65	63	2	14	3.21
E2	1	166	61	61	0	18	6.65
E3	1	166	72	67	5	15	2.47
E4	1	166	68	66	2	17	7
E5	1	166	50	50	0	12	3.54
E6	1	166	51	49	2	14	6.53
E7	1	166	51	50	1	22	6.08
E8	1	166	53	50	3	18	6.35
E1	2	166	63	63	0	16	3.95
E2	2	166	62	61	1	26	8.46
E3	2	166	72	68	4	22	4.25
E5	2	166	50	48	2	16	5.44
E6	2	166	50	48	2	14	6.9
E7	2	166	52	49	3	26	7.76
E1	3	166	63	63	0	14	5.37
E3	3	166	70	66	4	17	3.63
E7	3	166	54	50	4	20	5
E1	1	167	67	66	1	12	3.65
E2	1	167	66	65	1	21	8.02
E3	1	167	69	67	2	17	3.68
E4	1	167	69	68	1	20	6.15
E5	1	167	51	47	4	8	1.68
E6	1	167	53	51	2	20	7.85
E7	1	167	48	46	2	21	8.07
E8	1	167	46	44	2	15	5.95
E1	2	167	65	66	-1	13	2.83
E2	2	167	64	65	-1	19	7.95
E3	2	167	71	68	3	16	2.8
E5	2	167	51	47	4	7	1.77
E6	2	167	52	50	2	14	5.13
E7	2	167	49	47	2	21	7.44
E1	3	167	63	64	-1	11	3.7
E3	3	167	67	65	2	14	2.63
E7	3	167	49	47	2	14	4.35
E1	1	168	65	64	1	10	3.18
E2	1	168	61	62	-1	18	7.46
E3	1	168	71	68	3	16	2.58
E4	1	168	69	67	2	19	8.01
E5	1	168	55	50	5	5	1.3
E6	1	168	51	49	2	15	7.72
E7	1	168	53	50	3	21	6
E8	1	168	53	50	3	17	4.85
E1	2	168	63	63	0	9	3.48
E2	2	168	59	59	0	15	5.2
E3	2	168	73	69	4	21	3.69
E5	2	168	51	50	1	3	0.84
E6	2	168	60	57	3	14	6.52
E7	2	168	53	49	4	22	5.89
E1	3	168	63	62	1	14	3.94
E3	3	168	71	68	3	16	2.54
E7	3	168	56	52	4	15	2.39
E1	1	170	61	61	0	11	3.55
E2	1	170	61	60	1	17	6.67
E3	1	170	68	66	2	17	2.91
E4	1	170	66	65	1	20	8.42
E5	1	170	56	50	6	11	2.27
E6	1	170	51	48	3	18	7.97
E7	1	170	52	51	1	25	7.3
E8	1	170	52	49	3	16	4.9
E1	2	170	63	61	2	15	4.56
E2	2	170	59	58	1	18	7.06
E3	2	170	69	67	2	18	3.96
E5	2	170	56	50	6	16	3.02
E6	2	170	50	48	2	16	6.57
E7	2	170	52	49	3	15	4.27
E1	3	170	61	62	-1	9	2.99
E3	3	170	65	63	2	19	4.81
E7	3	170	54	51	3	17	4.49
E1	1	171	62	63	-1	13	3.71
E2	1	171	62	63	-1	18	6.12
E3	1	171	69	68	1	14	3.32
E4	1	171	67	66	1	13	5.52
E5	1	171	51	47	4	15	3.48
E6	1	171	53	50	3	24	5.17
E7	1	171	50	48	2	18	5.98
E8	1	171	48	46	2	18	7.7
E1	2	171	63	64	-1	10	3.29
E2	2	171	66	65	1	20	7.38
E3	2	171	67	67	0	12	2.59
E5	2	171	51	49	2	5	1.44
E6	2	171	52	50	2	15	4.1
E7	2	171	50	48	2	17	6.01
E1	3	171	61	63	-2	12	5.81
E3	3	171	69	68	1	17	3.96
E7	3	171	49	47	2	10	3.57
E1	1	172	63	62	1	12	4.06
E2	1	172	62	62	0	15	6.34
E3	1	172	71	68	3	13	1.75
E4	1	172	68	67	1	16	6.66
E5	1	172	69	61	8	9	1.24
E6	1	172	51	48	3	19	8.35
E7	1	172	53	51	2	18	5.93
E8	1	172	54	51	3	18	6.18
E1	2	172	63	64	-1	10	3.01
E2	2	172	60	60	0	17	7.52
E3	2	172	72	70	2	17	3.01
E5	2	172	52	50	2	14	4.55
E6	2	172	52	49	3	17	7.94
E7	2	172	53	53	0	20	5.49
E1	3	172	62	61	1	12	5.17
E3	3	172	72	68	4	19	3.59
E7	3	172	53	53	0	15	5.04
E1	1	173	61	63	-2	11	1.91
E2	1	173	67	68	-1	19	9.06
E3	1	173	69	67	2	14	2.45
E4	1	173	66	65	1	16	4.99
E5	1	173	51	49	2	18	4.7
E6	1	173	53	51	2	21	7.72
E7	1	173	49	47	2	20	5.33
E8	1	173	50	48	2	13	5.33
E1	2	173	59	61	-2	13	3.16
E2	2	173	63	65	-2	17	6.24
E3	2	173	74	66	8	9	1.47
E5	2	173	51	47	4	16	4.86
E6	2	173	53	51	2	17	6.8
E7	2	173	50	48	2	13	4.97
E1	3	173	60	61	-1	12	4.66
E3	3	173	68	66	2	16	2.91
E7	3	173	53	51	2	16	4.21
E1	1	174	67	67	0	9	2.72
E2	1	174	65	64	1	17	8.37
E3	1	174	76	71	5	18	3.08
E4	1	174	70	69	1	20	8.94
E5	1	174	65	56	9	9	2.66
E6	1	174	54	50	4	15	6.72
E7	1	174	58	51	7	21	6.7
E8	1	174	54	51	3	18	6.69
E1	2	174	64	64	0	17	3.64
E2	2	174	65	64	1	20	9.18
E3	2	174	73	70	3	20	3.07
E5	2	174	55	50	5	12	3.96
E6	2	174	54	51	3	14	6.46
E7	2	174	58	54	4	26	4.34
E1	3	174	66	64	2	12	3.22
E3	3	174	72	70	2	17	4.05
E7	3	174	60	57	3	13	3.49
E1	1	175	67	66	1	11	3.42
E2	1	175	70	68	2	19	7.41
E3	1	175	69	68	1	13	3.12
E4	1	175	69	69	0	18	8.15
E5	1	175	56	51	5	14	3.87
E6	1	175	54	52	2	13	5.96
E7	1	175	52	50	2	17	5.73
E8	1	175	52	49	3	22	8.79
E1	2	175	66	66	0	10	3.13
E2	2	175	68	68	0	18	7.43
E3	2	175	72	70	2	9	1.69
E5	2	175	57	52	5	15	2
E6	2	175	55	53	2	21	7.56
E7	2	175	54	51	3	12	3.32
E1	3	175	67	66	1	12	3.95
E3	3	175	73	72	1	18	2.34
E7	3	175	55	53	2	9	2.09
E1	1	176	67	66	1	11	2.24
E2	1	176	64	64	0	18	6.21
E3	1	176	72	71	1	14	3.17
E4	1	176	70	70	0	21	8.83
E5	1	176	56	51	5	13	3.45
E6	1	176	60	58	2	17	7.16
E7	1	176	55	53	2	17	6.66
E8	1	176	57	55	2	6	2.51
E1	2	176	69	67	2	8	1.5
E2	2	176	64	64	0	18	5.33
E3	2	176	73	71	2	18	3.32
E5	2	176	56	52	4	9	1.49
E6	2	176	54	51	3	20	8.06
E7	2	176	55	55	0	17	5.96
E1	3	176	67	66	1	17	3.06
E3	3	176	73	70	3	14	2.79
E7	3	176	60	59	1	17	3.67
E1	1	177	65	65	0	12	4.1
E2	1	177	73	72	1	10	4.33
E3	1	177	68	67	1	14	2.84
E4	1	177	70	71	-1	14	5.38
E5	1	177	51	51	0	15	5.22
E6	1	177	59	57	2	13	5.28
E7	1	177	51	49	2	19	7.2
E8	1	177	51	48	3	23	7.23
E1	2	177	68	68	0	2	0.79
E2	2	177	66	65	1	22	7.29
E3	2	177	72	71	1	16	3.08
E5	2	177	51	49	2	13	4.81
E6	2	177	55	53	2	14	4.87
E7	2	177	52	50	2	14	5.97
E1	3	177	64	64	0	6	1.96
E3	3	177	72	72	0	13	3.95
E7	3	177	53	51	2	14	4.9
E1	1	178	61	61	0	12	4.72
E2	1	178	59	60	-1	11	4.94
E3	1	178	70	66	4	11	1.85
E4	1	178	64	66	-2	18	7.8
E5	1	178	65	50	15	7	0.31
E6	1	178	49	48	1	15	5.9
E7	1	178	52	50	2	18	4.57
E8	1	178	52	49	3	4	1.85
E1	2	178	62	60	2	11	2.55
E2	2	178	61	61	0	20	6.47
E3	2	178	67	63	4	16	2.47
E5	2	178	55	48	7	4	1.1
E6	2	178	50	48	2	18	6.78
E7	2	178	51	49	2	20	5.15
E1	3	178	61	60	1	16	3.67
E3	3	178	68	64	4	14	3.35
E7	3	178	53	52	1	13	4.52
E1	1	179	62	63	-1	13	3.46
E2	1	179	65	65	0	18	6.27
E3	1	179	69	64	5	13	2.17
E4	1	179	66	66	0	14	4.88
E5	1	179	51	47	4	12	2.87
E6	1	179	52	50	2	16	5.6
E7	1	179	48	46	2	15	5.98
E8	1	179	49	47	2	8	1.95
E1	2	179	63	64	-1	4	2.08
E2	2	179	64	65	-1	25	7.71
E3	2	179	66	66	0	9	1.85
E5	2	179	51	47	4	13	3.44
E6	2	179	52	50	2	12	5.12
E7	2	179	49	47	2	19	4.71
E1	3	179	63	65	-2	8	3
E3	3	179	73	67	6	11	2.29
E7	3	179	49	47	2	10	3.78
E1	1	180	64	63	1	17	5.3
E2	1	180	63	63	0	17	6.35
E3	1	180	72	69	3	12	2.28
E4	1	180	74	72	2	18	3.74
E5	1	180	65	56	9	7	1.08
E6	1	180	52	49	3	16	6.59
E7	1	180	51	49	2	17	6.22
E8	1	180	53	49	4	12	5.41
E1	2	180	64	64	0	17	4.45
E2	2	180	61	62	-1	15	6.75
E3	2	180	73	69	4	14	2.37
E5	2	180	55	51	4	8	1.07
E6	2	180	53	51	2	11	5.88
E7	2	180	53	49	4	18	5.53
E1	3	180	65	66	-1	16	4.99
E3	3	180	69	68	1	16	4.39
E7	3	180	58	54	4	16	6.19
E1	1	181	63	62	1	12	4.6
E2	1	181	68	68	0	21	9.06
E3	1	181	66	65	1	15	4.72
E4	1	181	66	66	0	8	4.13
E5	1	181	51	47	4	12	3.98
E6	1	181	53	51	2	15	7.03
E7	1	181	49	47	2	19	6.5
E8	1	181	47	45	2	12	4.52
E1	2	181	59	59	0	6	2.67
E2	2	181	67	67	0	11	5.7
E3	2	181	67	65	2	19	5.87
E5	2	181	51	46	5	7	1.83
E6	2	181	52	50	2	20	9.67
E7	2	181	49	47	2	14	3.98
E1	3	181	61	61	0	13	6.34
E3	3	181	66	65	1	16	4.99
E7	3	181	49	47	2	16	4.89
E1	1	182	63	62	1	9	3.92
E2	1	182	62	61	1	19	8.43
E3	1	182	72	68	4	20	3.97
E4	1	182	70	67	3	19	6.33
E5	1	182	66	51	15	9	2.96
E6	1	182	58	54	4	14	5.95
E7	1	182	53	49	4	23	7.23
E8	1	182	53	49	4	4	1.77
E1	2	182	65	63	2	15	5.1
E2	2	182	62	61	1	21	7.28
E3	2	182	70	67	3	17	3.75
E5	2	182	50	48	2	11	4.03
E6	2	182	53	50	3	11	4.84
E7	2	182	53	49	4	19	6.33
E1	3	182	64	62	2	11	2.18
E3	3	182	72	69	3	7	2.19
E7	3	182	61	56	5	11	1.67
E1	1	183	63	64	-1	4	1.24
E2	1	183	69	69	0	15	6.7
E3	1	183	74	71	3	12	2.32
E4	1	183	66	68	-2	9	4.79
E5	1	183	52	47	5	6	2.03
E6	1	183	54	52	2	15	4.39
E7	1	183	50	48	2	13	4.75
E8	1	183	50	48	2	22	11.77
E1	2	183	63	63	0	12	4.63
E2	2	183	67	66	1	8	3.27
E3	2	183	70	68	2	13	3.42
E5	2	183	51	49	2	13	3.96
E6	2	183	52	50	2	13	5.22
E7	2	183	51	48	3	15	3.68
E1	3	183	65	65	0	9	2.86
E3	3	183	72	67	5	11	2.11
E7	3	183	54	51	3	10	2.58
E1	1	184	63	62	1	12	4.04
E2	1	184	65	62	3	17	6.2
E3	1	184	72	70	2	12	2.69
E4	1	184	73	71	2	19	5.11
E5	1	184	65	55	10	6	0.79
E6	1	184	59	56	3	12	3.83
E7	1	184	51	49	2	21	6.89
E8	1	184	52	50	2	21	8.56
E1	2	184	64	62	2	17	3.92
E2	2	184	62	61	1	16	6.32
E3	2	184	75	70	5	19	3.32
E5	2	184	66	52	14	5	0.78
E6	2	184	59	57	2	12	4.48
E7	2	184	54	52	2	21	4.83
E1	3	184	67	64	3	9	3.12
E3	3	184	75	69	6	17	3.46
E7	3	184	55	53	2	22	4.93
E1	1	185	64	66	-2	8	3.88
E2	1	185	67	67	0	20	7.84
E3	1	185	72	70	2	19	4.59
E4	1	185	68	68	0	16	7.2
E5	1	185	51	49	2	17	6.25
E6	1	185	56	55	1	20	6.88
E7	1	185	50	48	2	21	7.75
E8	1	185	50	48	2	18	5.27
E1	2	185	67	66	1	7	2.56
E2	2	185	66	67	-1	20	7.91
E3	2	185	73	71	2	19	4.15
E5	2	185	51	51	0	5	2.12
E6	2	185	53	51	2	24	12.49
E7	2	185	49	47	2	23	9.28
E1	3	185	66	65	1	11	3.62
E3	3	185	73	72	1	17	3.41
E7	3	185	49	47	2	19	7
E1	1	186	63	61	2	15	3.85
E2	1	186	62	61	1	14	6.12
E3	1	186	66	64	2	11	3.65
E4	1	186	67	66	1	21	8.27
E5	1	186	65	51	14	6	0.67
E6	1	186	58	55	3	15	6.62
E7	1	186	52	48	4	18	6.63
E8	1	186	51	48	3	13	5.64
E1	2	186	61	61	0	14	4.71
E2	2	186	60	60	0	19	8.62
E3	2	186	70	67	3	19	4.68
E5	2	186	51	48	3	9	2.27
E6	2	186	52	50	2	17	8.27
E7	2	186	53	49	4	19	4.41
E1	3	186	64	64	0	8	2.46
E3	3	186	69	68	1	18	3.81
E7	3	186	55	52	3	18	3.86
E1	1	188	63	62	1	6	2.11
E2	1	188	61	61	0	19	7.09
E3	1	188	69	66	3	14	3.16
E4	1	188	73	72	1	11	3.64
E5	1	188	65	52	13	13	4.45
E6	1	188	63	60	3	12	5.5
E7	1	188	53	51	2	19	5.83
E8	1	188	52	50	2	11	3.55
E1	2	188	67	65	2	8	3
E2	2	188	62	61	1	19	5.65
E3	2	188	75	72	3	13	2.15
E5	2	188	51	48	3	14	4.75
E6	2	188	52	50	2	11	5.74
E7	2	188	53	50	3	17	4.98
E1	3	188	65	63	2	16	3.8
E3	3	188	71	69	2	15	2.24
E7	3	188	55	53	2	19	3.98
E1	1	190	62	62	0	14	6.06
E2	1	190	65	63	2	18	4.92
E3	1	190	67	65	2	19	5.2
E4	1	190	68	67	1	19	8.85
E5	1	190	65	52	13	13	2.69
E6	1	190	61	59	2	12	5.72
E7	1	190	54	54	0	26	7.17
E8	1	190	52	49	3	13	5.98
E1	2	190	63	62	1	17	5.19
E2	2	190	59	59	0	13	6.68
E3	2	190	70	68	2	23	5.19
E5	2	190	56	52	4	5	0.96
E6	2	190	50	48	2	20	10.1
E7	2	190	53	48	5	23	5.31
E1	3	190	63	62	1	19	5.02
E3	3	190	72	71	1	23	5.35
E7	3	190	55	53	2	20	5.31
E1	1	191	65	64	1	21	5.06
E2	1	191	65	65	0	21	8.9
E3	1	191	69	68	1	20	3.27
E4	1	191	65	66	-1	23	11.71
E5	1	191	51	46	5	13	3.05
E6	1	191	54	52	2	19	7.3
E7	1	191	52	50	2	21	5.64
E8	1	191	52	50	2	17	4.93
E1	2	191	63	63	0	14	3.57
E2	2	191	64	65	-1	19	7.61
E3	2	191	67	66	1	24	4.53
E5	2	191	51	46	5	14	4.58
E6	2	191	50	50	0	23	8.69
E7	2	191	48	46	2	14	3.8
E1	3	191	62	62	0	17	3.57
E3	3	191	71	68	3	23	4.68
E7	3	191	49	47	2	18	6.45
E1	1	192	66	60	6	10	1.82
E2	1	192	62	62	0	17	7.02
E3	1	192	68	64	4	23	6.01
E4	1	192	67	65	2	14	6.87
E5	1	192	65	52	13	18	4.18
E6	1	192	53	50	3	17	8.17
E7	1	192	54	52	2	21	6.22
E8	1	192	54	50	4	15	8.01
E1	2	192	63	62	1	9	2.61
E2	2	192	60	59	1	22	6.93
E3	2	192	67	66	1	18	5.33
E5	2	192	55	51	4	18	4.01
E6	2	192	54	50	4	20	9.19
E7	2	192	53	51	2	17	5.58
E1	3	192	60	60	0	15	4.85
E3	3	192	68	66	2	17	4.36
E7	3	192	54	49	5	19	5.67
E1	1	194	71	65	6	7	1.48
E2	1	194	63	61	2	22	6.13
E3	1	194	69	67	2	14	3.27
E4	1	194	68	67	1	14	6.66
E5	1	194	65	56	9	11	1.76
E6	1	194	58	56	2	18	6.01
E7	1	194	55	55	0	20	4.52
E8	1	194	52	49	3	9	3.65
E1	2	194	65	63	2	12	2.62
E2	2	194	63	62	1	15	4.38
E3	2	194	69	66	3	15	3.25
E5	2	194	52	50	2	11	1.92
E6	2	194	58	55	3	16	5.39
E7	2	194	56	53	3	21	4.2
E1	3	194	66	63	3	12	3.26
E3	3	194	76	71	5	19	3.87
E7	3	194	56	51	5	17	4.57
E1	1	195	66	64	2	14	3.04
E2	1	195	61	61	0	17	8.53
E3	1	195	70	70	0	17	3.63
E4	1	195	66	66	0	14	7.32
E5	1	195	56	52	4	11	3.51
E6	1	195	54	52	2	15	6.02
E7	1	195	53	52	1	18	7.28
E8	1	195	54	51	3	12	4.12
E1	2	195	64	64	0	17	4.07
E2	2	195	61	61	0	21	7.65
E3	2	195	67	65	2	22	4.52
E5	2	195	63	55	8	3	0.66
E6	2	195	53	50	3	16	7.18
E7	2	195	53	53	0	20	6.28
E1	3	195	63	61	2	13	4.82
E3	3	195	68	67	1	9	2.18
E7	3	195	54	52	2	24	4.97
E1	1	196	65	64	1	15	4.41
E2	1	196	63	63	0	17	5.72
E3	1	196	70	68	2	19	4.52
E4	1	196	69	66	3	19	7.47
E5	1	196	66	55	11	12	2.51
E6	1	196	55	52	3	15	6.62
E7	1	196	54	53	1	21	5.84
E8	1	196	53	49	4	20	9.18
E1	2	196	63	62	1	9	2.66
E2	2	196	62	61	1	19	6.96
E3	2	196	69	67	2	16	4.94
