ENV	REP	GEN	FFT	MFT	ASI	EPP	GY
E7	2	268	53	48	5	17	5.99
E1	3	268	64	62	2	11	3.45
E3	3	268	71	65	6	16	4.02
E7	3	268	53	50	3	18	6.15
E1	1	269	65	63	2	15	4.3
E2	1	269	68	65	3	16	6.25
E3	1	269	75	69	6	16	3.63
E4	1	269	72	68	4	17	6.66
E5	1	269	51	47	4	13	4.03
E6	1	269	58	56	2	10	4.15
E7	1	269	50	48	2	12	4.45
E8	1	269	50	47	3	6	1.35
E1	2	269	65	63	2	16	3.85
E2	2	269	65	65	0	14	5.05
E3	2	269	75	70	5	18	3.77
E5	2	269	51	49	2	15	5.88
E6	2	269	52	50	2	11	4.47
E7	2	269	51	49	2	16	4.66
E1	3	269	69	64	5	7	1.64
E3	3	269	84	72	12	7	0.87
E7	3	269	54	50	4	17	5.43
E1	1	270	63	63	0	13	3.85
E2	1	270	62	62	0	19	7.8
E3	1	270	73	69	4	14	2.78
E4	1	270	72	72	0	8	3.84
E5	1	270	69	51	18	2	0.41
E6	1	270	59	54	5	12	4.58
E7	1	270	54	51	3	21	6.6
E8	1	270	53	49	4	13	4.57
E1	2	270	61	62	-1	13	5.35
E2	2	270	61	61	0	16	7.42
E3	2	270	69	67	2	16	4.21
E5	2	270	69	51	18	2	0.49
E6	2	270	51	49	2	15	6.28
E7	2	270	57	53	4	18	3.61
E1	3	270	61	61	0	11	2.59
E3	3	270	73	70	3	12	1.35
E7	3	270	56	53	3	18	3.3
E1	1	271	65	65	0	14	2.92
E2	1	271	65	67	-2	21	8.34
E3	1	271	72	70	2	15	3.25
E4	1	271	67	68	-1	23	9.61
E5	1	271	52	51	1	9	3.11
E6	1	271	53	50	3	16	5.81
E7	1	271	52	49	3	15	4.92
E8	1	271	51	49	2	21	5.47
E1	2	271	64	64	0	17	4.23
E2	2	271	68	68	0	17	5.88
E3	2	271	70	68	2	16	3.55
E5	2	271	51	49	2	13	3.94
E6	2	271	55	52	3	14	6.36
E7	2	271	52	50	2	20	6.37
E1	3	271	63	63	0	14	4.73
E3	3	271	70	68	2	16	4.22
E7	3	271	53	50	3	23	6.05
E1	1	272	63	63	0	7	3.47
E2	1	272	64	63	1	20	7.11
E3	1	272	73	69	4	9	1.68
E4	1	272	68	67	1	18	8.76
E5	1	272	69	61	8	6	0.6
E6	1	272	53	50	3	20	9.15
E7	1	272	55	51	4	23	5.8
E8	1	272	53	50	3	18	6.47
E1	2	272	62	62	0	9	3.7
E2	2	272	61	62	-1	19	8.68
E3	2	272	72	71	1	11	2.65
E5	2	272	55	51	4	6	0.36
E6	2	272	54	52	2	15	5.83
E7	2	272	58	54	4	10	3.36
E1	3	272	65	65	0	15	4.57
E3	3	272	73	71	2	8	1.18
E7	3	272	56	52	4	16	3.81
E1	1	274	62	62	0	8	2.04
E2	1	274	62	61	1	12	4.83
E3	1	274	72	67	5	13	2.08
E4	1	274	70	69	1	13	5.37
E5	1	274	69	52	17	1	0.31
E6	1	274	55	52	3	12	4.37
E7	1	274	52	50	2	17	5.35
E8	1	274	52	49	3	15	5.69
E1	2	274	60	60	0	15	4.53
E2	2	274	59	59	0	20	6.92
E3	2	274	67	66	1	15	4.56
E5	2	274	52	50	2	6	2.21
E6	2	274	53	50	3	15	6.9
E7	2	274	53	51	2	18	4.59
E1	3	274	62	61	1	14	3.78
E3	3	274	69	65	4	15	3.59
E7	3	274	53	51	2	18	6.32
E1	1	275	62	60	2	12	4.16
E2	1	275	69	68	1	16	5.64
E3	1	275	69	67	2	9	1.61
E4	1	275	69	68	1	12	5.51
E5	1	275	51	49	2	11	2.55
E6	1	275	52	50	2	17	5.3
E7	1	275	53	51	2	18	5.75
E8	1	275	50	48	2	13	4.14
E1	2	275	64	63	1	17	4.35
E2	2	275	65	65	0	20	6.38
E3	2	275	69	66	3	13	4.04
E5	2	275	51	46	5	17	4.61
E6	2	275	50	50	0	12	5.32
E7	2	275	52	50	2	22	5.43
E1	3	275	63	61	2	17	4.09
E3	3	275	71	68	3	13	2.73
E7	3	275	52	50	2	12	3.16
E1	1	276	64	62	2	12	3.87
E2	1	276	61	61	0	20	7.15
E3	1	276	72	68	4	15	2.97
E4	1	276	66	65	1	20	6.47
E5	1	276	50	48	2	15	2.81
E6	1	276	53	50	3	17	6.3
E7	1	276	53	48	5	21	6.44
E8	1	276	54	50	4	12	4.32
E1	2	276	63	63	0	10	2.78
E2	2	276	60	59	1	22	7.67
E3	2	276	69	66	3	18	3.72
E5	2	276	51	48	3	11	3.26
E6	2	276	57	55	2	13	5.3
E7	2	276	53	48	5	18	4.59
E1	3	276	60	59	1	6	1.7
E3	3	276	68	66	2	18	3.97
E7	3	276	58	53	5	9	1.98
E1	1	277	61	60	1	14	3.78
E2	1	277	66	65	1	20	6.33
E3	1	277	68	66	2	14	2.66
E4	1	277	65	65	0	13	5.37
E5	1	277	51	47	4	14	3.1
E6	1	277	53	50	3	16	3.82
E7	1	277	49	47	2	21	6.33
E8	1	277	50	47	3	15	5.59
E1	2	277	63	63	0	15	3.97
E2	2	277	63	63	0	18	7.38
E3	2	277	68	65	3	14	3.88
E5	2	277	51	47	4	17	4.24
E6	2	277	50	50	0	13	3.36
E7	2	277	49	47	2	17	4.57
E1	3	277	62	63	-1	12	4.12
E3	3	277	65	64	1	16	4.19
E7	3	277	52	48	4	16	3.51
E1	1	279	66	64	2	11	3.49
E2	1	279	69	69	0	19	7.96
E3	1	279	73	69	4	9	1.91
E4	1	279	69	68	1	8	4.43
E5	1	279	51	49	2	15	4.1
E6	1	279	53	51	2	18	5.88
E7	1	279	55	51	4	15	3.92
E8	1	279	51	49	2	5	1.65
E1	2	279	64	62	2	11	2.97
E2	2	279	67	67	0	16	6.66
E3	2	279	70	67	3	14	4.27
E5	2	279	51	49	2	6	2.22
E6	2	279	52	50	2	15	6.46
E7	2	279	54	52	2	14	4.21
E1	3	279	65	64	1	9	3.59
E3	3	279	76	69	7	10	2.11
E7	3	279	54	52	2	17	5.78
E1	1	281	66	64	2	16	4.19
E2	1	281	70	69	1	16	6.37
E3	1	281	73	70	3	15	3.7
E4	1	281	70	69	1	15	8.03
E5	1	281	51	51	0	15	3.76
E6	1	281	53	51	2	18	7.06
E7	1	281	55	53	2	20	6.55
E8	1	281	54	51	3	24	8.87
E1	2	281	68	66	2	8	2.29
E2	2	281	68	68	0	22	7.89
E3	2	281	70	68	2	13	4.28
E5	2	281	52	51	1	13	2.33
E6	2	281	53	51	2	20	7.93
E7	2	281	56	54	2	11	3.12
E1	3	281	66	64	2	14	3.7
E3	3	281	75	72	3	11	1.61
E7	3	281	56	54	2	19	5.24
E1	1	284	63	63	0	9	3.15
E2	1	284	61	62	-1	18	7.21
E3	1	284	69	67	2	17	4.31
E4	1	284	67	65	2	20	8.67
E5	1	284	66	61	5	10	1.43
E6	1	284	53	50	3	19	7.52
E7	1	284	53	50	3	12	4.28
E8	1	284	51	49	2	20	6.42
E1	2	284	65	63	2	8	2.29
E2	2	284	61	61	0	20	6.78
E3	2	284	70	69	1	15	3.27
E5	2	284	56	50	6	8	1.25
E6	2	284	52	49	3	15	7.12
E7	2	284	53	50	3	22	4.85
E1	3	284	62	61	1	14	4.74
E3	3	284	70	68	2	18	4.38
E7	3	284	60	57	3	19	3.59
E1	1	285	61	64	-3	12	3.14
E2	1	285	64	65	-1	22	8.75
E3	1	285	70	68	2	14	1.99
E4	1	285	66	67	-1	16	6.64
E5	1	285	51	49	2	8	2.59
E6	1	285	54	52	2	16	5.22
E7	1	285	49	47	2	23	7.65
E8	1	285	49	47	2	23	7.72
E1	2	285	62	64	-2	8	2.33
E2	2	285	67	69	-2	12	5.63
E3	2	285	66	66	0	15	2.21
E5	2	285	51	49	2	23	7.55
E6	2	285	52	51	1	21	8.67
E7	2	285	52	50	2	15	2.33
E1	3	285	61	64	-3	17	5.28
E3	3	285	68	67	1	15	3.03
E7	3	285	51	48	3	20	4.12
E1	1	286	64	61	3	15	4.3
E2	1	286	60	59	1	13	5.77
E3	1	286	68	63	5	10	3.51
E4	1	286	65	63	2	20	7.78
E5	1	286	55	50	5	6	1.03
E6	1	286	54	52	2	11	4.67
E7	1	286	54	51	3	18	5.08
E8	1	286	54	50	4	13	4.5
E1	2	286	60	60	0	15	4.66
E2	2	286	59	59	0	15	6.53
E3	2	286	68	64	4	9	2.51
E5	2	286	52	51	1	5	1.04
E6	2	286	53	50	3	13	5.38
E7	2	286	53	51	2	17	4.83
E1	3	286	60	60	0	14	2.37
E3	3	286	65	64	1	10	2.03
E7	3	286	54	51	3	10	2.58
E1	1	287	60	60	0	19	5.45
E2	1	287	62	62	0	14	6.17
E3	1	287	72	67	5	15	3.55
E4	1	287	69	67	2	10	3.63
E5	1	287	51	49	2	11	4.15
E6	1	287	54	52	2	10	3.26
E7	1	287	52	49	3	20	5.47
E8	1	287	49	47	2	17	6.58
E1	2	287	61	61	0	18	6.44
E2	2	287	65	65	0	16	6.99
E3	2	287	65	64	1	16	3.86
E5	2	287	51	46	5	17	5.29
E6	2	287	52	50	2	11	4.11
E7	2	287	51	49	2	14	4.02
E1	3	287	60	60	0	17	8.36
E3	3	287	67	63	4	14	3.69
E7	3	287	53	50	3	10	3.25
E1	1	288	67	64	3	13	3.87
E2	1	288	68	65	3	24	5.86
E3	1	288	72	70	2	9	2.49
E4	1	288	70	69	1	18	7.18
E5	1	288	56	52	4	11	2.32
E6	1	288	57	55	2	12	5.27
E7	1	288	55	53	2	14	5.43
E8	1	288	56	52	4	21	7.22
E1	2	288	70	68	2	11	2.57
E2	2	288	65	65	0	27	6.02
E3	2	288	73	69	4	18	2.85
E5	2	288	55	52	3	17	4.41
E6	2	288	55	51	4	13	5.21
E7	2	288	56	54	2	19	4.69
E1	3	288	63	63	0	16	3.57
E3	3	288	69	67	2	19	6.39
E7	3	288	55	53	2	18	6.06
E1	1	289	67	65	2	16	4.54
E2	1	289	73	72	1	21	5.07
E3	1	289	69	68	1	13	3.74
E4	1	289	71	71	0	23	9.7
E5	1	289	56	56	0	14	4.18
E6	1	289	54	51	3	29	9.55
E7	1	289	55	53	2	18	5.71
E8	1	289	53	51	2	14	5.3
E1	2	289	66	65	1	14	3.02
E2	2	289	68	69	-1	27	9.56
E3	2	289	71	69	2	19	4
E5	2	289	61	51	10	3	1.17
E6	2	289	57	55	2	21	8.52
E7	2	289	55	53	2	18	5.19
E1	3	289	68	64	4	11	1.78
E3	3	289	69	69	0	12	2.11
E7	3	289	58	55	3	16	4.24
E1	1	290	60	60	0	19	6.07
E2	1	290	60	59	1	15	7.85
E3	1	290	66	64	2	19	5.06
E4	1	290	67	65	2	18	7.29
E5	1	290	53	50	3	15	4.69
E6	1	290	53	50	3	14	5.67
E7	1	290	54	51	3	19	5.11
E8	1	290	53	49	4	10	4.81
E1	2	290	61	61	0	15	4.94
E2	2	290	59	59	0	18	8.01
E3	2	290	67	63	4	15	3.28
E5	2	290	52	50	2	12	4.14
E6	2	290	50	49	1	11	5.7
E7	2	290	52	50	2	21	7.5
E1	3	290	60	60	0	12	3.07
E3	3	290	73	65	8	11	2.2
E7	3	290	55	52	3	10	3.15
E1	1	291	60	60	0	17	4.64
E2	1	291	64	64	0	13	6.05
E3	1	291	67	63	4	18	4.48
E4	1	291	68	66	2	15	6.75
E5	1	291	51	49	2	16	6.44
E6	1	291	56	54	2	14	4.87
E7	1	291	51	49	2	21	6.52
E8	1	291	52	50	2	20	7.74
E1	2	291	60	60	0	21	6.86
E2	2	291	64	65	-1	16	8.44
E3	2	291	62	61	1	16	5.34
E5	2	291	51	49	2	13	4.35
E6	2	291	50	50	0	16	6.08
E7	2	291	53	51	2	14	3.58
E1	3	291	60	61	-1	20	5.85
E3	3	291	64	63	1	21	4.38
E7	3	291	54	52	2	15	4.43
E1	1	293	63	65	-2	12	3.64
E2	1	293	69	69	0	16	5.54
E3	1	293	66	65	1	19	4.59
E4	1	293	68	69	-1	3	1.27
E5	1	293	51	49	2	12	4.52
E6	1	293	56	54	2	19	7.4
E7	1	293	53	51	2	11	4.18
E8	1	293	50	48	2	20	7.43
E1	2	293	65	65	0	9	2.46
E2	2	293	68	67	1	14	4.9
E3	2	293	67	67	0	14	4.41
E5	2	293	51	51	0	3	1.67
E6	2	293	54	53	1	19	4.35
E7	2	293	52	50	2	14	4.75
E1	3	293	63	62	1	14	2.44
E3	3	293	69	68	1	12	3.74
E7	3	293	54	52	2	15	4.16
E1	1	294	67	65	2	10	3.3
E2	1	294	61	61	0	22	7.1
E3	1	294	69	66	3	21	3.57
E4	1	294	68	68	0	19	8.66
E5	1	294	55	51	4	18	4.87
E6	1	294	53	50	3	15	7.42
E7	1	294	54	50	4	22	6.8
E8	1	294	53	50	3	9	3.64
E1	2	294	65	65	0	10	3.52
E2	2	294	61	61	0	20	9.42
E3	2	294	69	68	1	18	6.08
E5	2	294	50	50	0	15	5.26
E6	2	294	63	60	3	15	5.92
E7	2	294	54	52	2	14	5.04
E1	3	294	66	65	1	14	4.12
E3	3	294	70	69	1	13	3.63
E7	3	294	54	53	1	23	7.03
E1	1	295	63	64	-1	11	3.41
E2	1	295	67	67	0	17	5.91
E3	1	295	70	69	1	12	2.94
E4	1	295	68	68	0	15	6.82
E5	1	295	51	49	2	11	4.26
E6	1	295	56	55	1	15	5.65
E7	1	295	51	49	2	20	7.06
E8	1	295	51	49	2	18	7.65
E1	2	295	64	66	-2	14	3.65
E2	2	295	69	68	1	18	6.93
E3	2	295	68	67	1	18	3.97
E5	2	295	51	49	2	7	0.91
E6	2	295	53	51	2	22	8.52
E7	2	295	51	49	2	24	7.5
E1	3	295	64	65	-1	8	3.05
E3	3	295	65	67	-2	14	4.6
E7	3	295	52	50	2	14	4.85
E1	1	296	61	61	0	11	4.07
E2	1	296	62	62	0	18	6.04
E3	1	296	71	69	2	21	4.78
E4	1	296	67	66	1	18	6.58
E5	1	296	66	55	11	12	1.96
E6	1	296	56	53	3	16	5.61
E7	1	296	53	49	4	18	5.95
E8	1	296	51	49	2	20	8.38
E1	2	296	63	62	1	14	4.36
E2	2	296	62	61	1	23	7.01
E3	2	296	70	69	1	18	4.55
E5	2	296	65	51	14	19	2.53
E6	2	296	53	50	3	22	9.17
E7	2	296	54	52	2	24	5.43
E1	3	296	65	63	2	11	2.94
E3	3	296	72	68	4	16	2.93
E7	3	296	58	55	3	16	3.09
E1	1	297	61	62	-1	11	4.02
E2	1	297	65	65	0	19	5.47
E3	1	297	70	69	1	16	3.45
E4	1	297	64	64	0	18	8.18
E5	1	297	51	49	2	17	5.62
E6	1	297	55	53	2	25	10.37
E7	1	297	49	47	2	21	6.97
E8	1	297	50	48	2	16	6.49
E1	2	297	63	64	-1	11	2.66
E2	2	297	69	70	-1	20	5.98
E3	2	297	71	70	1	16	4.54
E5	2	297	51	49	2	14	4.57
E6	2	297	52	50	2	25	9.26
E7	2	297	52	50	2	16	3.83
E1	3	297	62	60	2	7	1.71
E3	3	297	72	68	4	8	2.72
E7	3	297	52	50	2	14	5.43
E1	1	298	67	64	3	14	3.86
E2	1	298	63	64	-1	20	5.52
E3	1	298	72	68	4	17	3.03
E4	1	298	69	69	0	16	6.57
E5	1	298	69	56	13	6	0.74
E6	1	298	62	59	3	13	4.54
E7	1	298	53	49	4	20	6.87
E8	1	298	53	50	3	22	8.16
E1	2	298	63	65	-2	8	2.79
E2	2	298	63	63	0	21	6.98
E3	2	298	72	69	3	18	4.07
E5	2	298	66	52	14	4	0.65
E6	2	298	56	54	2	13	3.78
E7	2	298	53	50	3	24	6.58
E1	3	298	64	64	0	20	4.65
E3	3	298	72	70	2	20	3.82
E7	3	298	54	52	2	17	4.9
E1	1	300	66	66	0	9	2.47
E2	1	300	66	66	0	20	9.66
E3	1	300	70	70	0	6	1.69
E4	1	300	67	67	0	21	9.67
E5	1	300	51	49	2	15	4.67
E6	1	300	54	52	2	16	5.53
E7	1	300	51	48	3	15	6.03
E8	1	300	50	48	2	13	4
E1	2	300	62	67	-5	9	3.93
E2	2	300	66	66	0	10	4.76
E3	2	300	74	71	3	11	2.36
E5	2	300	51	49	2	16	5.34
E6	2	300	53	51	2	22	6.57
E7	2	300	51	49	2	12	3.46
E1	3	300	64	64	0	13	5.46
E3	3	300	74	70	4	10	1.9
E7	3	300	54	52	2	10	3.9
E1	1	303	64	62	2	15	5.16
E2	1	303	62	60	2	18	8.41
E3	1	303	71	67	4	14	2.98
E4	1	303	69	67	2	17	6.42
E5	1	303	55	50	5	13	3.13
E6	1	303	58	54	4	13	5.86
E7	1	303	54	50	4	16	5.07
E8	1	303	52	49	3	13	5.13
E1	2	303	67	63	4	10	2.8
E2	2	303	62	61	1	20	6.68
E3	2	303	72	67	5	20	3.96
E5	2	303	51	48	3	18	4.42
E6	2	303	59	55	4	15	5.44
E7	2	303	53	48	5	19	6.95
E1	3	303	64	62	2	14	5.75
E3	3	303	72	69	3	18	5.26
E7	3	303	57	54	3	20	4.75
E1	1	305	63	60	3	8	1.56
E2	1	305	63	62	1	12	4.79
E3	1	305	70	65	5	15	3.21
E4	1	305	68	66	2	15	6.87
E5	1	305	50	50	0	3	1.04
E6	1	305	53	50	3	17	7.08
E7	1	305	52	50	2	18	5.51
E8	1	305	52	49	3	12	3.37
E1	2	305	68	61	7	13	3.03
E2	2	305	62	59	3	14	3.55
E3	2	305	71	66	5	14	3.55
E5	2	305	50	47	3	11	3.19
E6	2	305	50	48	2	19	8.28
E7	2	305	53	51	2	21	4.88
E1	3	305	68	65	3	6	1.03
E3	3	305	69	69	0	16	5.2
E7	3	305	56	54	2	14	5.01
E1	1	306	60	60	0	12	3.62
E2	1	306	65	65	0	16	4.17
E3	1	306	66	63	3	11	2.74
E4	1	306	65	64	1	14	6.54
E5	1	306	51	49	2	12	4.23
E6	1	306	53	50	3	16	6.12
E7	1	306	50	48	2	18	5.28
E8	1	306	49	47	2	9	3.97
E1	2	306	63	60	3	14	4.35
E2	2	306	61	62	-1	18	7.64
E3	2	306	68	64	4	11	1.86
E5	2	306	51	49	2	16	4.78
E6	2	306	53	51	2	16	6.12
E7	2	306	50	48	2	16	5.13
E1	3	306	60	59	1	11	2.86
E3	3	306	72	68	4	11	1.47
E7	3	306	51	49	2	16	4.7
E1	1	307	67	61	6	12	3.93
E2	1	307	65	63	2	20	6.66
E3	1	307	70	66	4	11	2.59
E4	1	307	69	67	2	15	7.9
E5	1	307	65	51	14	10	0.62
E6	1	307	55	50	5	18	7.37
E7	1	307	56	52	4	24	6.3
E8	1	307	54	50	4	11	5.96
E1	2	307	63	61	2	13	2.86
E2	2	307	65	63	2	16	5.96
E3	2	307	71	64	7	14	4.21
E5	2	307	68	55	13	4	0.24
E6	2	307	54	50	4	18	9.31
E7	2	307	57	52	5	19	3.77
E1	3	307	68	63	5	10	1.71
E3	3	307	71	67	4	17	4.49
E7	3	307	56	54	2	15	4.81
E1	1	308	63	62	1	10	3.9
E2	1	308	68	65	3	13	5.04
E3	1	308	67	64	3	11	2.78
E4	1	308	69	68	1	9	4.91
E5	1	308	55	49	6	9	2.48
E6	1	308	54	51	3	13	5.56
E7	1	308	53	50	3	9	3.4
E8	1	308	52	50	2	15	4.72
E1	2	308	64	61	3	9	3.17
E2	2	308	67	64	3	21	8.19
E3	2	308	71	68	3	14	4.08
E5	2	308	52	49	3	12	3.29
E6	2	308	53	50	3	16	6.95
E7	2	308	53	50	3	14	4.68
E1	3	308	65	62	3	13	4.83
E3	3	308	70	66	4	15	0.59
E7	3	308	55	51	4	19	4.85
